total_loss,collocation_loss,interface_loss,bc_loss
1492.384765625,0.27128010988235474,1458.9501953125,0.012008670717477798
0.0005651935935020447,2.5415724849153776e-06,1.4478230696113314e-05,2.508818965907267e-07
0.00015246612019836903,1.5502624819418998e-06,4.436041763256071e-06,1.033787029314226e-07
9.786480222828686e-05,5.265667368803406e-07,1.2678403891186463e-06,1.650848986400888e-07
0.0001158103477791883,3.3374789154549944e-07,3.036407542822417e-05,1.4510234791487164e-07
8.531595813110471e-05,4.054608666592685e-07,2.1870966520509683e-05,6.120852447111247e-08
7.672999345231801e-05,1.1823824763723678e-07,5.151424375071656e-06,1.778066263113942e-07
1.7725151337799616e-05,6.913728611834813e-08,3.494861857689102e-06,2.2118760156786266e-08
7.505006942665204e-05,6.607177169826173e-07,5.076969500805717e-06,3.749675059339097e-08
1.699213680694811e-05,5.444994499725908e-08,3.146238213957986e-06,3.073562737654356e-08
1.8534603441366926e-05,7.236717891601074e-08,1.83767554062797e-07,4.979626666568038e-08
1.7665408449829556e-05,3.9106080151896094e-08,7.06106811776408e-06,1.6649631007226162e-08
1.1940921467612498e-05,3.750329113927364e-08,9.747229796630563e-07,1.5607886538759885e-08
9.134265383181628e-06,4.9913857935734995e-08,2.2935746528673917e-06,2.5270747716632513e-09
6.8497611209750175e-06,3.6810391179642465e-08,5.181364031159319e-07,4.521099938870066e-09
9.069330189959146e-06,4.172610346131478e-08,1.5526525487530307e-07,3.1765741148603865e-09
1.0222707715001889e-05,1.8640545107473372e-08,2.495455419193604e-06,9.830865899118635e-09
4.962215825798921e-06,1.5454899582323378e-08,1.1885541084666329e-07,9.855104288192251e-09
5.200676696404116e-06,6.193121571129723e-09,9.582748816683306e-08,1.4585090468699491e-08
3.303773382867803e-06,9.865459560387535e-09,8.232177606259938e-08,4.734037162279492e-09
3.032960421478492e-06,1.5573846212646458e-08,1.964370284213146e-07,1.8117853883836688e-09
2.2281817564362427e-06,1.870669397163738e-09,2.1388638060670928e-07,4.622839888668295e-09
9.821178537094966e-07,5.0903019577219766e-09,1.275265333333664e-07,1.0295964081308284e-09
7.479820851585828e-07,1.6082279952200906e-09,7.386972811218584e-09,2.1867008204168314e-09
1.0049188858829439e-06,2.4537563092508208e-09,1.0025268615265759e-08,2.7991564621743237e-09
4.867139864472847e-07,2.336653537327038e-09,2.9388695921284125e-09,7.090991127611801e-10
9.980817594623659e-07,1.879305377983087e-09,9.074918949636412e-08,8.593688538560684e-10
3.669437944608944e-07,9.00985952512201e-10,1.2723515396828589e-07,1.1974823910243515e-10
6.775088650101679e-07,3.475346899151077e-09,9.003293399700851e-08,3.315487051569477e-10
2.9719248573201185e-07,4.2662384736047443e-10,2.015168121261013e-08,8.892558911455239e-10
1.1266814681221149e-07,5.587412754692878e-10,2.8949450836535107e-08,3.622308356043824e-11
2.3717578301329922e-07,2.052519404438513e-10,3.823312511030963e-08,5.63317448243339e-10
9.668100631188281e-08,1.0933928207279564e-09,2.190692072190359e-11,3.7906192074110834e-11
2.815491768615175e-07,4.410950216193754e-10,1.0291153706987188e-08,3.077520183136784e-10
1.3515126795482502e-07,3.2117947190712925e-10,1.210118316663511e-08,2.1060000965356096e-10
