total_loss,collocation_loss,interface_loss,bc_loss
1593.8067626953125,0.13609535992145538,1577.1915283203125,0.00021986877254676074
0.0008901959517970681,2.517385837563779e-07,2.3399292331305332e-05,9.985554072500236e-08
0.000319826474878937,1.386766683708629e-07,9.89244313132076e-07,8.574231458169379e-08
7.156154606491327e-05,1.05888652512931e-07,6.777528938073374e-07,3.788517588532159e-08
4.148082371102646e-05,5.909930678171804e-08,1.0912999641732313e-05,1.577835639920977e-08
3.6898003600072116e-05,1.0670512295973822e-07,1.0839508846061108e-08,2.5364286670992442e-08
2.206286444561556e-05,3.439274465222297e-08,1.367952791042626e-07,2.426681788847418e-08
3.593779547372833e-05,6.165801380575431e-08,9.916983799485024e-06,1.5802186226210324e-08
1.8788636225508526e-05,7.636211307726626e-08,1.4865386219753418e-06,2.1208859113386325e-09
3.599220508476719e-05,2.5518332336105232e-08,1.4593397281714715e-06,3.7630528026966203e-08
2.4165383365470916e-05,3.02668361484848e-08,3.587668970794766e-06,1.5404205910840574e-08
2.0279014279367402e-05,3.062681841470294e-08,2.1910220766585553e-06,1.4821138094589514e-08
1.819589306251146e-05,2.8513888139514165e-08,4.055273166159168e-06,6.799451668371148e-09
1.0504028978175484e-05,1.3530144116202791e-08,3.2762466162239434e-06,4.98979746410555e-09
3.960487902077148e-06,1.1967092206077723e-08,2.523563864542666e-07,9.674046286267668e-11
7.654773980902974e-06,4.636725670081887e-09,2.219024253236057e-07,6.9507408717583985e-09
4.7636435738240834e-06,9.46535827495154e-09,2.101499063655865e-07,2.250707842321731e-09
6.9052748585818335e-06,1.576229990973843e-08,1.517116061222623e-06,1.307400965266936e-09
3.0673586479679216e-06,6.842750366331529e-09,1.8283927261109056e-08,1.0712337683571604e-09
3.8665602914988995e-06,4.839179279514383e-09,2.4357098027394386e-07,3.9704666221496154e-09
2.9866052955185296e-06,7.094782539240896e-09,6.470082780651865e-08,9.987275451095456e-10
2.6674206310417503e-06,6.198508373245204e-10,1.2886575362358599e-08,2.3429316264866884e-09
7.992596238182159e-07,6.147329312256034e-10,1.8466894857738225e-07,4.726818381151077e-10
7.574684559585876e-07,9.197452799369898e-10,2.491895578771164e-11,3.0387783955809766e-10
1.0613618997012964e-06,2.1776016545516086e-09,1.5541987252731815e-08,5.720814932885787e-10
1.1076984947067103e-06,1.3931784614840126e-09,5.460760377218321e-08,6.568967592102126e-10
1.2550664223454078e-06,9.684184565372789e-10,4.50894532377788e-07,4.3836317908940714e-10
5.678169827660895e-07,6.412265718402921e-10,7.00951048315801e-08,2.8048677269687516e-10
2.4143122345776646e-07,2.958718825496476e-10,9.504157461037721e-10,2.268106258362934e-10
4.0500930253983825e-07,4.4923376130157067e-10,3.354274014100156e-08,2.8149027553325823e-10
3.4977648510903236e-07,3.0024943642459334e-10,4.691827015790295e-08,2.200884335890052e-10
6.71454785106107e-08,1.3057398218219163e-10,8.401621620635069e-09,3.2728788429414735e-11
1.665910644987889e-07,7.970636650700413e-11,6.54173604175412e-08,6.781271377764853e-11
2.2135830590741534e-07,1.7199267010603592e-10,2.4543931331777458e-09,1.5602882874610202e-10
1.0501319991362834e-07,1.201594657107563e-10,1.7003472407850495e-08,1.5361829863724807e-11
3.14451753524736e-08,2.4657048972032136e-11,5.239764178099904e-10,1.9513661519976466e-11
6.173315370006094e-08,1.2287029726998355e-10,5.543918213390953e-09,1.0276408196618902e-11
7.017418113264284e-08,1.2634115975629356e-10,9.54911882899978e-09,3.7002255426354935e-11
6.448524914048903e-08,3.491039748948488e-11,1.497279811246699e-08,5.044250434016462e-11
3.124636549500792e-08,4.079319174121743e-11,9.994716165806494e-10,2.6939016989357967e-11
1.0274419537381618e-08,1.6598982605087187e-11,2.672999599440118e-10,7.589212244751842e-12
4.076931858776334e-08,7.766215448512526e-11,6.204694535938415e-09,1.5023426946925156e-11
1.453373421611559e-08,1.4368976494760766e-11,4.753681892566419e-10,1.3773282861451186e-11
9.940568368449476e-09,2.2713036312849155e-11,1.9347548008141757e-09,5.623557175482574e-13
2.0547815893223742e-08,1.2100764834599431e-11,5.945004488694394e-10,1.2594222539852318e-11
2.0629260077953404e-08,4.33534154756221e-12,2.0430102054547206e-11,2.0096334318875364e-11
1.2232354684726943e-08,2.691213137756554e-12,3.736731812864491e-09,9.517634076694481e-12
1.0510932568763565e-08,2.3428118819945887e-11,7.284024494680352e-10,2.4115262738100274e-12
3.317633501254136e-09,4.242701676093752e-12,2.95614421830237e-10,3.1792801898078427e-12
4.507866080416534e-09,5.4942907862232104e-12,9.587908245123344e-11,4.524620695472992e-12
2.81652390299314e-09,5.6200911979775725e-12,6.219469383950127e-11,1.2952646767649956e-12
1.1103676200718837e-08,1.4569597264757483e-11,2.1587176490811544e-11,7.163376228996876e-12
4.747570336860463e-09,8.299988300819461e-12,5.823963533657661e-11,3.987551608353179e-12
6.064789559445671e-09,5.81744808575424e-12,9.338174677964162e-10,1.1514270439882957e-12
9.639730791377588e-09,3.258868218683486e-12,9.313305682212558e-10,9.796435581146956e-13
2.0711248271965133e-09,2.6938152229705192e-12,1.3165024626005106e-12,4.69588018643663e-13
4.543794673850243e-09,4.501085268393545e-12,3.313349594691317e-11,3.0644167758886454e-12
1.6121552981473997e-09,2.9022548253543334e-12,2.9527669198614603e-10,4.0369454740868393e-13
1.6025539784081388e-09,2.639268794832339e-12,3.637981027537762e-10,4.466587689988533e-15
1.5944653375399298e-09,2.563165391739064e-12,1.7141843500212417e-11,6.863612326060697e-13
1.3660985676011705e-09,2.0572840306321005e-12,5.820788295807233e-11,2.5261910618912253e-15
1.8568393489459822e-09,2.144768737610825e-12,2.345112992685472e-10,5.166658116964595e-13
9.875421591587497e-10,2.190060416004669e-12,1.492517220924583e-11,1.4555988792769314e-13
9.209715212676883e-10,3.5157436857613522e-12,3.694822225952521e-12,2.7291103404936123e-14
7.890149644751432e-10,2.1094337214477843e-12,1.460875864722766e-11,2.562121521887395e-13
5.521049728507421e-10,1.9689614522144794e-12,3.687938843199845e-12,6.362271820492538e-14
9.513825283136157e-10,2.4102918012164354e-12,6.474820679613913e-13,1.8955334264020296e-13
1.1957644874271978e-09,1.898594129134956e-12,1.492517220924583e-11,2.1758864241633313e-13
1.0310972076155167e-09,1.8786751668220525e-12,1.4595435970932158e-11,9.485684807075678e-14
9.196359229690643e-10,2.032910515273323e-12,3.687938843199845e-12,4.23567431129257e-14
8.185334077204232e-10,2.110508382641152e-12,1.4555467942045652e-11,2.1762106006129045e-15
1.1960801238330987e-09,1.8756875393155514e-12,4.149569576838985e-12,1.41214297200154e-13
1.2446566000079429e-09,1.8759410257834785e-12,3.824718319833664e-12,1.025031838922108e-13
1.3626818562428866e-09,1.989903684537775e-12,5.820965931491173e-11,2.1910966964411305e-14
1.7369521376764396e-09,1.9364429764551216e-12,1.4738654741108803e-11,9.392237421829153e-14
1.194444321228616e-09,1.8806733514259433e-12,3.274980286960272e-11,2.5973147244062744e-15
9.253777744078207e-10,1.678491547141281e-12,5.823963533657661e-11,1.5179264095666056e-14
6.672624119907766e-10,1.8066188735982314e-12,1.4557466343489978e-11,1.8970176991761623e-14
7.529480372525654e-10,1.834141779427645e-12,1.4595435970932158e-11,1.7773326213554874e-15
9.51574374852271e-10,1.87208993966681e-12,5.823963533657661e-11,7.629747528214992e-15
6.068572866446686e-10,1.7486814947453855e-12,3.638866985511413e-12,2.6454533008646308e-17
8.544761009865454e-10,1.7243313981535335e-12,3.745448395875428e-12,1.8022150612140297e-14
1.2225233048113182e-09,1.90272754149734e-12,1.4669376824372193e-11,2.0457810792628983e-15
8.28038471123449e-10,1.7644165208746676e-12,4.9960036108132044e-14,5.215012449655276e-15
1.3475212057301178e-09,2.0132372331727044e-12,3.993250174971763e-12,3.973080545116581e-14
1.3000281962050053e-09,1.8033165022010578e-12,7.469580509678053e-13,3.981298797584021e-15
9.697960212662338e-10,1.770262755829144e-12,3.3191449588798605e-11,2.7604329412567186e-14
1.2319797404458654e-09,1.9561047660127118e-12,2.2737367544323206e-13,9.93129189996722e-15
1.1920991971337003e-09,1.7300834159392209e-12,3.552713678800501e-13,1.2685165418080402e-15
9.34401667151974e-10,1.790769897820621e-12,1.0746958878371515e-13,6.5242949931487715e-15
2.538656396211536e-09,1.9573006410089633e-12,3.6488589927330395e-12,1.1707648739367471e-14
1.032914864751433e-09,1.7283867479594983e-12,2.566835632933362e-13,8.791795416684955e-16
1.5340904102600916e-09,1.8376051548474326e-12,2.2737367544323206e-13,2.9235511581071627e-15
1.2772863877685836e-09,1.7804736634693952e-12,3.660183267584216e-12,1.0581813203458523e-14
1.0110891013326295e-09,1.79681660175679e-12,3.6415315207705135e-12,1.1835150914851766e-15
1.170375241166255e-09,1.773157033528594e-12,3.639977208536038e-12,4.874572967494828e-16
1.1120856457935702e-09,1.884834302523508e-12,7.194245199571014e-14,1.3574211199518516e-15
9.970005931947412e-10,1.8192006061290567e-12,3.6559644200906405e-12,5.030698080332741e-16
7.746149832676963e-10,1.903503179731536e-12,5.684341886080802e-14,6.922630871319946e-16
6.666248109077344e-10,1.7166396342610524e-12,2.220446049250313e-16,1.4580350815585064e-15
