total_loss,collocation_loss,interface_loss,bc_loss
610.5503540039062,1.1961101293563843,584.7486572265625,0.008132237009704113
0.0003807487664744258,1.3288027957969462e-06,0.00017059988749679178,1.2359535617179063e-07
0.0002914699725806713,2.060508450085763e-06,3.052600732189603e-05,3.4131642223655945e-07
2.940585181931965e-05,5.311719633027678e-07,1.1423979231039993e-05,9.787366472835402e-10
0.00011544905282789841,8.927700605454447e-07,1.9014894405700034e-06,1.1142773814754037e-07
8.279694884549826e-05,7.470809464393824e-07,7.183227808127413e-07,9.903442332870327e-08
5.838472134200856e-05,5.901555866216768e-08,3.353344254719559e-06,2.25549158017202e-07
6.969759851926938e-05,7.605292751122761e-08,6.349135333039158e-07,1.5548030773970822e-07
7.855845069570933e-06,4.542638265547794e-08,2.1067897648663347e-07,1.311966713046786e-08
2.0142040739301592e-05,1.463234298171301e-07,9.047730600286741e-07,3.372192836081922e-08
1.7903759726323187e-05,6.448627942745588e-08,3.449952714618121e-07,3.242278978632385e-08
1.1449637895566411e-05,7.456160489027752e-08,9.021218261295871e-07,9.191267302810502e-09
1.7920599930221215e-05,7.602092466640897e-08,5.065486220701132e-06,2.19310010152185e-08
1.2874064850620925e-05,4.4337973292840616e-08,2.9678835744562093e-07,2.1248300896559158e-08
1.3770915757049806e-05,4.975438727683468e-08,3.7596125821437454e-06,7.596940854170953e-09
4.118415745324455e-06,1.632344748259129e-08,1.177747890324099e-06,4.4280454303269323e-10
5.6324247452721465e-06,2.5440371587137633e-08,6.379805199685507e-07,8.656831695930123e-09
3.1557417514704866e-06,4.447215928848891e-09,1.7014997411024524e-06,2.3933413029197936e-09
4.850784080190351e-06,3.969532258452091e-09,4.4111693853210454e-08,1.8608224294780484e-08
2.3664238142373506e-06,7.499124876630958e-09,7.868999887250538e-07,1.971933283329008e-09
3.340452167321928e-06,9.137972156736396e-09,1.1300561482130433e-06,5.672525116295901e-09
1.0691798024708987e-06,4.186879287715328e-09,5.219428089731082e-07,4.680162923875741e-10
1.4558708016920718e-06,8.129465101092137e-09,4.912492812536584e-08,9.55972627447732e-12
1.3771250451100059e-06,5.1442725634842645e-09,2.7604871277731036e-08,2.3270474436287714e-09
1.004437308438355e-06,9.638316811333425e-09,3.365336453953205e-08,7.273911473149042e-10
6.027861445545568e-07,2.789295017180393e-09,5.446887385573973e-10,1.325820897513097e-09
1.8371594023847138e-06,4.395588337757772e-09,2.220739503400182e-08,3.0777231874168365e-09
5.950650461272744e-07,2.4228625772337864e-09,1.422908013637425e-09,1.3077336991074162e-09
1.513521965534892e-06,3.833741768488608e-09,1.0275198292220011e-07,2.987341041205127e-09
6.995465469117335e-07,4.003112508144113e-09,6.939486496548852e-08,7.686233316483992e-10
1.4238524954635068e-06,1.4185521646226107e-09,3.040908325147029e-08,7.253853073763139e-09
4.3135659666404536e-07,2.25256124863904e-09,3.901732270605862e-09,7.113666322666745e-10
3.106875112734997e-07,1.2141049277047955e-09,7.060913276291103e-08,7.455754763574518e-11
2.9741346452283324e-07,1.4044754248487834e-09,1.3133212295457497e-09,4.0577383120243837e-10
1.5514585527398594e-07,1.0419288765106671e-09,1.0705269559707631e-08,5.789050488980152e-11
1.5341976222771336e-07,1.0137346517780088e-09,7.302119797714113e-09,7.971527604677675e-11
1.0248425752479307e-07,7.663367163068813e-10,6.737963964553728e-09,2.1452956078249485e-10
2.5520063218209543e-07,6.507798744337379e-10,1.6825882909188294e-08,4.315860724357634e-10
1.8992581374277506e-07,5.364307331667817e-10,1.0713074871659956e-09,4.323375685233444e-11
1.6272412040052586e-07,6.6687122490805e-10,3.459676101158493e-09,3.3051669040551346e-11
1.02719255323791e-07,4.5946402238428163e-10,6.005839381373335e-09,9.38482555556952e-11
5.44534941582242e-08,4.916761442430584e-10,3.991476038578412e-10,2.16168437316977e-11
8.85666366912119e-08,4.954187060590698e-10,4.279172571841627e-09,1.4032058848201245e-10
3.87771272869486e-08,3.2164476637674966e-10,3.9603009760469376e-10,4.820868964444669e-12
1.6036793226703594e-07,5.292369320564205e-10,7.764421106060126e-09,1.4425623889868788e-11
6.056855994529542e-08,2.668797960403424e-10,3.042828211619053e-10,5.58953196228007e-11
4.2227103591585546e-08,2.378341967812503e-10,4.70460292945063e-09,4.338412441795558e-12
3.7495581750590645e-08,3.010761917554561e-10,9.636402786838971e-11,5.399723636972942e-13
4.549841392531562e-08,2.414984878740256e-10,7.914913169315696e-10,1.5741390396034616e-12
9.527239797080256e-08,2.7209201558520135e-10,3.907612011744277e-09,7.561813675227569e-11
8.142281160417042e-08,3.0321234412156173e-10,7.131157886419714e-10,6.557322046463199e-11
2.754873307253547e-08,1.811941569007658e-10,6.705518362792873e-10,9.679726638289754e-13
2.05163086519633e-08,1.8738673113194437e-10,2.0236257114447653e-11,3.087083757027931e-12
2.5306251316692396e-08,1.611293876102593e-10,1.3999490455773866e-10,2.469926867199046e-11
3.881099885916228e-08,1.8686385772070935e-10,6.379841099857231e-10,8.413996496065002e-13
7.53915898599189e-08,1.9547843899125894e-10,3.368860745922575e-10,1.0717707971119594e-11
3.0546150497912095e-08,1.4819090399242896e-10,5.242066780652976e-10,3.283789256139369e-13
1.5373808892604757e-08,1.3826241540559892e-10,1.723865494795973e-11,1.8056654262077476e-12
2.6288862642331878e-08,1.399944188351654e-10,1.2085643597004037e-10,9.721674854024087e-12
1.2353625677974378e-08,1.4093648470492326e-10,5.932410118703046e-11,6.599548164898383e-12
5.735871333456544e-09,1.3129669573785918e-10,5.840750105789994e-11,7.003435375033118e-13
1.0430093233537718e-08,1.3814462074268619e-10,1.8553536484944289e-10,2.6693517188314253e-12
8.637906390163153e-09,1.1542568983946566e-10,1.8420820424580597e-11,2.834111634611447e-12
5.89798343497705e-09,1.1933351529158642e-10,2.1120882820468978e-11,2.0960843737788393e-12
7.372290333762521e-09,1.2276646366160548e-10,9.240630483020595e-11,4.06759288794703e-13
8.74498429226378e-09,1.2065809462669108e-10,3.6415315207705135e-12,4.8403799414800663e-14
5.795045332490645e-09,1.294208351598769e-10,1.456990084136578e-11,5.2468039678579825e-14
8.030373699341453e-09,1.188415338360116e-10,9.197620443046617e-11,3.0324161692969753e-13
1.2131382121083334e-08,1.2200970789244536e-10,1.057154364048074e-12,4.634504585654398e-13
1.0856061827269059e-08,1.1276245215352532e-10,1.492517220924583e-11,2.2942395596151077e-14
7.3661468036334554e-09,1.0759158147743975e-10,5.959344129280453e-11,2.879031919551106e-13
9.709480330855058e-09,1.1804560107187e-10,1.5519141527420288e-11,1.1033899488532839e-12
1.996144050053772e-08,1.1141287892257878e-10,3.5678349163958956e-11,1.2547468489568225e-12
1.5166273570343947e-08,9.718865295882395e-11,1.5519141527420288e-11,1.5460617269931476e-13
2.4766759310068664e-08,9.926579003227687e-11,3.656366320825555e-10,2.70260837363992e-13
1.168581675869973e-08,1.0645772458017788e-10,6.0992988437647e-11,6.113215402642203e-13
8.701848130954204e-09,9.78728278977492e-11,1.4962475702873235e-11,2.7398032844197506e-14
6.096563254232024e-09,9.166363501567076e-11,1.5324852498110886e-11,7.220959941101057e-14
