total_loss,collocation_loss,interface_loss,bc_loss
37.02128982543945,0.0016756883123889565,36.45988845825195,0.004571546334773302
5.248864181339741e-05,1.492600176788983e-08,2.168405671909568e-06,4.385931333672488e-07
2.4285120161948726e-05,9.075274753911344e-09,2.344881522731157e-06,4.064378060775198e-07
1.6458834579680115e-05,7.418982050921841e-08,5.568879579698205e-09,1.5018756016615953e-07
3.4057006814691704e-06,1.0067552125292423e-08,5.976276042929385e-07,6.613390723941848e-08
5.476185833686031e-06,3.1188129412385024e-08,9.439072528039105e-07,8.701798037691333e-08
3.885096248268383e-06,8.525518069291138e-09,1.8166475967973383e-07,5.1938062739509405e-08
1.236642765434226e-05,3.1710179371202685e-08,8.319678954649135e-07,2.3518484226769942e-07
1.2687531807387131e-06,2.7950672887300243e-09,2.1550656015278946e-07,4.029897837654062e-08
2.0139548269071383e-06,2.8041963195946096e-10,1.1259828625043156e-08,8.45596161980211e-08
6.662911573585006e-07,7.425953185702383e-10,1.679681105315467e-07,1.7626813786364437e-08
1.3754449810221558e-06,1.5131317310235204e-09,1.9833171904792835e-07,4.896575589441454e-08
1.271243149858492e-06,3.128489689530056e-10,2.500131017768581e-07,7.201194307526748e-08
4.66185929326457e-06,7.825819992035576e-09,4.23215652745057e-07,1.0619967838465527e-07
1.8747755348158535e-06,2.7171174199480674e-09,3.434134043800441e-07,8.187085143163131e-08
4.23703056640079e-07,1.9286286456754453e-10,3.422005079301016e-08,1.2541331528836963e-08
4.0732984984970244e-07,5.815918857621227e-10,2.7059421370267955e-08,9.21612119952897e-09
3.1457830118597485e-07,1.805024602008487e-10,1.2246897540535429e-07,5.383840928629979e-09
3.761499556276249e-07,4.802749309362753e-10,7.145658997842474e-08,1.0964187779904933e-08
2.498634330549976e-07,9.197039241293226e-10,3.1696700375505316e-08,4.822760857337016e-09
1.6973035599221475e-07,5.669656966134085e-10,1.6209426689783868e-08,1.747025746290376e-09
1.0675420014649717e-07,2.536754972748412e-10,6.051579681809471e-09,1.4193767272629998e-09
1.248332921477413e-07,7.123543421805323e-11,2.993348857671663e-08,3.5668228370866473e-09
1.1896548812728724e-07,2.6194568736315205e-10,1.6128897328826497e-08,4.5976076279430345e-09
1.366858271012461e-07,2.1874783928677033e-10,1.2611352850910862e-08,4.129578456968375e-09
2.8344356195475484e-08,3.693016725758724e-11,4.714966195251691e-09,6.852816647473503e-10
5.002108949270223e-08,5.2931121291566186e-11,4.895476912736285e-09,1.6440850902910142e-09
2.7630436605363684e-08,1.3184687716605303e-11,4.913375484250082e-09,1.3272328791558152e-09
3.0385649552044924e-08,2.7320529519259118e-11,5.507595268738896e-09,1.3828691525219483e-09
2.2306156921558795e-08,9.065496270332929e-11,2.2681412303882098e-11,2.9860830474959243e-10
2.435206170048332e-08,5.078787390644379e-11,1.5337855430175296e-09,2.8423283171541414e-10
7.598561779786905e-09,2.2186957132630525e-12,1.5290178012605793e-09,4.065522363205787e-10
7.841800098162821e-09,4.7686238638378065e-12,2.5975177564419027e-09,2.6719898515992213e-10
6.820288334097313e-09,1.1529934992871027e-11,1.8968684400988423e-09,1.72431124934036e-10
9.11533337699666e-09,1.262447351518814e-11,1.8693464554075945e-09,4.2123576848851485e-10
9.870793959976254e-09,3.0765556768841407e-11,1.3613439264759108e-09,1.8255011391410392e-10
8.75381012122034e-09,2.5738518955042977e-11,2.1472112976539393e-09,2.808842602952666e-10
4.250064300492795e-09,1.6455304133189408e-11,3.0942093331987053e-10,1.272863758838838e-10
2.014302724617778e-09,1.7195150468427012e-12,3.1028069003014025e-10,8.127286343917461e-11
5.762092136762931e-09,2.9113410900810655e-12,5.454445783925621e-10,2.779962648968848e-10
1.918493808261701e-09,5.514619576957314e-12,9.57278700752795e-11,3.985620861124417e-11
1.537735494494541e-09,2.8799081175368002e-12,5.133315994498844e-11,6.976165478622676e-11
1.7511074812404104e-09,9.24166559251871e-13,1.8312462657377182e-10,7.670865331821375e-11
1.3237867468873787e-09,2.231908668298699e-12,2.0898838215543947e-10,3.705718717994522e-11
1.1408501920939784e-09,1.1187579725471797e-12,1.7263346308027394e-10,4.113826987395264e-11
1.3577133861630841e-09,5.43489678175163e-13,1.6930901125533637e-10,6.039423128267885e-11
3.6464986585826864e-10,1.5076179237308307e-12,7.389644451905042e-13,3.296679335768049e-12
3.7015257525752077e-10,1.3419439170991865e-12,3.348432642269472e-13,1.230403712942918e-11
2.688775591064285e-10,5.881221074380272e-13,4.82174300486804e-11,5.78510937071508e-12
6.245980399555151e-10,2.0098519203093357e-12,4.143974052794874e-11,8.048370997437715e-12
5.246354461974079e-10,1.0988644889853294e-12,1.1803003019394964e-11,6.268033401340967e-12
4.120755403569376e-10,4.4761248743988014e-13,6.680611619458432e-11,1.2240418748032944e-11
3.523061842258812e-10,6.218340187387483e-13,1.2229328660851024e-11,9.424044010442056e-12
3.864194519920261e-10,3.5719582673621186e-13,4.1584513610359863e-11,1.5764453978328596e-11
2.603703364023602e-10,8.923214814618441e-13,4.2721381987576024e-13,3.89429113956119e-12
1.2697938533978714e-10,2.654350805993133e-13,2.793321129956894e-12,2.774686730377951e-12
1.1618075945740713e-10,3.467148443347945e-13,3.296918293926865e-12,1.7061664581152769e-12
1.6040732631061871e-10,4.319285272329221e-13,5.357492227631155e-12,2.1213048678747626e-12
1.2006098892847206e-10,3.0490643647060334e-13,9.237055564881302e-13,2.0725383215181026e-12
1.5050158341800568e-10,3.7352789589682744e-13,2.2887469697252527e-11,3.4688298240770354e-12
6.936878849117534e-11,3.005619841553453e-13,1.4210854715202004e-12,5.389370590427878e-13
8.097847392640745e-11,2.539048615454731e-13,5.6710192097853e-12,1.0125203626920598e-12
8.642604687469913e-11,2.779795707855137e-13,1.7985612998927536e-12,1.1778945874230118e-12
9.254386840185092e-11,3.0213941700114877e-13,4.547473508864641e-13,7.60294605051115e-14
9.216302027104106e-11,2.7278575448833053e-13,1.4725998198628076e-11,8.765080675154913e-14
1.0283868895344384e-10,2.6116137247580995e-13,1.7204015989591426e-12,4.61564814147053e-13
6.565356591714533e-11,2.4074465294551817e-13,7.105427357601002e-14,1.2579564126480314e-13
9.449686172446903e-11,2.363369645385499e-13,6.004086117172847e-13,2.8940662800264194e-13
8.206473695038241e-11,2.431760034223712e-13,4.0678571622265736e-12,2.1191555454880273e-13
5.954782500428024e-11,2.540654860973268e-13,3.348432642269472e-13,1.309065703058998e-14
8.020506481187795e-11,2.5640294466604263e-13,1.0835776720341528e-12,3.720645753296781e-14
9.427990332877556e-11,2.544616264660987e-13,3.8120617773529375e-12,4.947458458540166e-13
4.972347533716004e-11,2.65646066342079e-13,1.9984014443252818e-13,7.329770471131702e-14
5.302883826496796e-11,2.64567203865293e-13,2.786215702599293e-12,3.122025207802359e-14
5.553165219329692e-11,2.4679192608782763e-13,5.151434834260726e-13,2.4107885826518682e-14
5.417574028276917e-11,2.6611492957157035e-13,9.237055564881302e-13,7.225860534920692e-14
5.2806557737650195e-11,2.553948805911199e-13,8.881784197001252e-14,3.313506153485024e-14
7.333660068109538e-11,2.491398201024536e-13,2.135180920959101e-12,4.914124662747099e-14
8.567369730316798e-11,2.420929125571125e-13,1.8474111129762605e-13,7.384934677667765e-14
7.37559249786024e-11,2.5302354070451394e-13,1.0746958878371515e-13,7.794112577563794e-14
7.994364198404824e-11,2.6976484197513417e-13,7.904787935331115e-14,4.187665839094912e-14
8.70086849791285e-11,2.4433352476677106e-13,7.105427357601002e-14,7.56176805200015e-15
7.494443260425143e-11,2.289744728458526e-13,2.495781359357352e-13,4.03594258707729e-15
8.913079996286655e-11,2.384521345568519e-13,9.103828801926284e-13,5.143888787140227e-15
6.804273811056305e-11,2.427101217488542e-13,9.814371537686384e-13,5.85122228446977e-15
6.506709060438709e-11,2.3357102927126783e-13,8.881784197001252e-16,2.4527363647053324e-14
8.717161714688615e-11,2.435926081071488e-13,5.551115123125783e-13,1.3950646193805483e-14
6.246334005588494e-11,2.430297174442486e-13,0.0,3.41740524767431e-16
0.004716215655207634,7.888341369000074e-11,5.195843755245733e-13,1.9264461987439363e-13
0.00017991058120969683,1.8069404306153558e-10,5.684341886080802e-14,1.0124713567538635e-13
3.52885399479419e-05,2.777086061112044e-10,3.197442310920451e-14,7.958504731966909e-13
0.00039130880031734705,3.104128898367975e-10,1.0169642905566434e-12,2.0630320368697497e-12
3.6345358239486814e-05,3.0802793649087334e-10,2.708944180085382e-13,4.417034880216386e-12
1.4792101865168661e-05,2.0342937057105104e-10,3.161915174132446e-13,6.910644365781815e-12
3.7236166008369764e-06,9.106619625054435e-11,2.282618538629322e-13,6.4933969659564106e-12
1.249225897481665e-05,8.100345914863194e-12,2.1964652319184097e-12,6.689677457816234e-12
1.0163778370042564e-06,5.378440748327051e-13,5.124789481669723e-13,4.761047459056478e-12
0.04215049371123314,3.1996510475862383e-12,5.684341886080802e-14,5.080131194185045e-12
1.5525181293487549,9.131090848712997e-12,9.414691248821327e-13,5.584948302439496e-12
0.04545125365257263,3.973400775070246e-11,7.904787935331115e-14,8.245430380138252e-12
