total_loss,collocation_loss,interface_loss,bc_loss
54.67669677734375,0.002361931139603257,53.873779296875,0.004571543075144291
1.2760277968482114e-05,2.484476091524357e-08,6.614496214751853e-06,4.949670451281918e-09
1.1360353710188065e-05,1.0239784131726992e-08,9.209006748278625e-07,1.1454240222974477e-07
1.1762708709284198e-05,2.9625560671320272e-08,1.780874526957632e-06,1.815141388306074e-07
9.229981515090913e-06,8.803574758076138e-08,1.6302723793160112e-07,1.1368436503289558e-07
2.5677745725261047e-06,2.352706474084698e-09,2.3705598550805007e-07,8.932993011967483e-08
2.6115976652363315e-06,2.8063844581538433e-09,3.217439825675683e-07,9.904928077730801e-08
2.2309436644718517e-06,1.3096224549258295e-08,4.5814519467057835e-07,1.863623033671047e-08
5.824827894684859e-06,2.169337243174141e-08,8.583252224525495e-07,1.0564794195033755e-07
3.032105723832501e-06,5.6672404546986854e-09,4.912412805424538e-07,8.435387854888177e-08
1.5375262591987848e-06,5.949779335878702e-09,7.99806301188255e-08,6.090832016525383e-08
1.902169515233254e-06,6.861547330316853e-09,2.430253971397178e-07,5.27047134823988e-08
1.5233429166983115e-06,3.2671643168669107e-09,2.043561835307628e-07,5.525938107098227e-08
2.3262339254870312e-07,7.478971886243357e-10,5.8558853766044194e-08,1.7709814725819228e-09
9.77439640337252e-07,2.1265427196937026e-09,1.6720645135137602e-07,1.8636296061913527e-08
5.714294957215316e-07,2.7328652674185605e-09,6.321929646446733e-08,5.508774769680258e-09
1.0673661563487258e-06,2.0477672890706344e-09,8.967982978447253e-08,1.9611510637673746e-08
2.944904053947539e-07,2.0288970503656856e-10,3.141617810342723e-08,6.536206242913067e-09
1.8473076579539338e-07,5.933653568490627e-11,9.763277830643347e-08,2.25119878294322e-09
1.7284277475937415e-07,7.2237008041931e-11,1.9686780206029653e-08,7.995657469450634e-09
2.0180021920168656e-07,1.1607900196608512e-09,5.250577750359753e-09,3.2948159756074347e-09
6.311304900918913e-08,2.34280816968635e-10,2.3700437168372446e-09,2.0748240903145643e-09
6.129170060376055e-08,9.746753404371589e-11,1.3525109920919931e-08,2.2293236145998208e-09
7.40878292049274e-08,1.1498590274383602e-10,1.4026543482259513e-08,1.9516326332791323e-09
3.368689149851889e-08,8.469349527251424e-11,4.132150621671826e-09,4.876853365587408e-10
5.4876291954997214e-08,4.2638451797083476e-11,2.014272837413955e-08,8.402727402767596e-10
8.572592946620716e-08,3.3704281032775896e-10,7.995738293686827e-09,9.435070502661347e-10
4.251020868650812e-08,1.1775157238158585e-10,6.982170397407117e-09,5.772309297213951e-10
7.6919711489154e-08,2.316043468120199e-10,4.834505240580711e-09,1.1062256666249937e-09
3.391696878907169e-08,1.7865499010727426e-11,4.983135681868589e-09,1.1374006181341656e-09
4.058854585764493e-08,4.127117050889417e-12,8.121165961938459e-09,1.4720844543347766e-09
1.0683460338611894e-08,2.0775461212485524e-11,4.531163000365268e-09,1.7286078818345985e-11
3.44276820385403e-08,3.6034827899378286e-11,2.3723067954506405e-09,9.048828353286353e-10
2.950946864643811e-08,9.426830843706213e-11,4.8004631381104446e-09,4.194228298004532e-10
2.376008056970136e-09,7.201212716412275e-12,1.6406431768700713e-10,3.5001050668892475e-11
5.8863651730689526e-09,3.1712733567640372e-12,3.757236299861688e-09,1.8643760146819233e-11
1.2493439172089893e-08,8.938719556206287e-12,1.4531487124713749e-09,2.9635560672147676e-10
4.317505020168255e-09,7.410788128991985e-12,4.2715342374322063e-10,7.423352210711442e-11
3.871035048064186e-09,4.037516848631739e-12,1.4903527301157737e-09,4.449474816370369e-11
