total_loss,collocation_loss,interface_loss,bc_loss
29.955307006835938,0.0017289810348302126,29.76978302001953,2.6011978206952335e-06
0.00021859291882719845,1.0394164462468325e-07,2.268514663228416e-06,1.0675667283521761e-07
0.0002649642410688102,5.628408672464502e-08,1.933157591338386e-06,4.224518193041149e-07
4.7489545977441594e-05,2.7157156523571757e-08,7.095509317878168e-07,1.9556264874154294e-07
1.1394980901968665e-05,5.372755573773702e-09,1.1266047295066528e-06,1.1201444038988484e-07
5.652174422721146e-06,7.8830337812974e-09,2.4011407617763325e-07,1.2840010299441929e-07
3.2084765280160354e-06,1.4299872397316449e-09,4.318714559303771e-07,1.2922960479500034e-07
1.535238425276475e-06,6.364090587851479e-09,1.8044507044123748e-07,4.0495457653833e-08
2.6653087843442336e-06,8.128365758253153e-10,3.0847920129417616e-07,7.514320543577924e-08
2.6029249511339003e-06,4.530579911232735e-09,3.437228315306129e-07,6.643691818908337e-08
1.757992549755727e-06,2.198689230681339e-09,2.8722143952109036e-07,2.7128022495048754e-08
9.414654869033257e-07,1.1512422126713773e-09,1.976027341754616e-09,2.7479856612444564e-08
4.297082796256291e-07,3.120083913454863e-10,6.293018373071391e-08,1.2706338203827272e-08
1.1490450333440094e-06,7.637825927275799e-10,2.42813172235401e-07,3.870049525289687e-08
6.958968015169376e-07,5.607377340233199e-10,2.4948394639068283e-07,1.2817784167395985e-08
2.331341448780222e-07,3.175867069327154e-10,2.493612782927812e-08,8.08650835182334e-09
2.2307179392555554e-07,1.7862199219731423e-10,5.761904731116374e-08,9.753362562037182e-09
2.095559210602005e-07,7.429571402539636e-10,3.8230325571930734e-08,1.2941191451787404e-09
1.0132347227909122e-07,2.3098929713416538e-10,1.2018603889885071e-08,2.296761003606207e-09
1.937195577284001e-07,1.293796320078755e-10,3.953407201606751e-08,1.0869436906091323e-08
8.020220576554493e-08,1.1501779390021838e-10,7.594857187598336e-09,3.5968472644754e-09
6.16151965004974e-08,7.855525258060325e-11,2.4388057795476925e-08,5.272152714397293e-10
8.650711436075653e-08,5.7632607020075e-11,2.1198676591893673e-08,2.394252573978406e-09
1.7632498838793254e-07,6.396169704991905e-11,1.797224058464053e-08,3.2696949592292412e-09
1.3347998617518897e-07,2.5705698680766886e-10,8.170879972624334e-09,2.1600325972315204e-09
7.414944036554516e-08,5.412241141367069e-11,1.6876526842679596e-08,2.153011768868396e-09
6.50313296546301e-08,3.855208860481518e-11,1.567027396731646e-08,2.096088413949815e-09
3.148287319731935e-08,4.749021315086921e-11,7.036726756837197e-10,1.5102272765687985e-09
4.3095987223296106e-08,9.325943489679744e-11,4.73108130449873e-09,1.761035206548911e-09
1.3732457837534184e-08,3.6484294752003876e-11,1.0707630337947194e-09,5.1803325518129384e-11
1.8600557538661633e-08,6.518561385115973e-11,9.718315041595815e-10,2.0384761934000295e-10
2.8222975956282426e-08,3.2796858978612065e-11,3.43590134121996e-09,8.737330858821224e-10
1.608404964770216e-08,3.9077480834537326e-11,2.857039049786181e-09,1.2022279005652337e-10
2.158558842779712e-08,7.574944144161933e-11,3.0942093331987053e-10,2.4692145550453404e-10
1.8032734416806306e-08,2.968028947614165e-11,1.4980594542635117e-09,3.4699074169530775e-10
1.3621326289126046e-08,3.742258586347802e-11,2.220446049250313e-10,4.7928716551126627e-11
1.12466658208632e-08,2.0114564527884404e-11,3.744355936419197e-10,1.915859138001963e-10
1.0079797441164828e-08,2.7600840016295258e-11,6.225215898325587e-10,5.043837569829179e-11
1.0296854036084824e-08,1.444094756969383e-11,1.216974965245754e-09,2.0395712896359441e-10
